227722,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,x,x,,x,2,05 Feb 2016
227719,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227718,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,,x,,,,,x,x,,,x,,,x,x,,x,2,05 Feb 2016
227706,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227705,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227703,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227702,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227694,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227678,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,x,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227648,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227618,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227610,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227608,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227606,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,x,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227599,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227595,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227582,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227580,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,,,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227578,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227577,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,,x,,,x,,,,x,,x,2,05 Feb 2016
227574,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227551,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227527,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,,,,,x,x,,,x,,,,x,,x,2,05 Feb 2016
227516,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,x,x,x,,,x,x,x,x,,,x,,,x,x,,x,2,05 Feb 2016
227437,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,,x,,x,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227435,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,,x,,x,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227432,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,,x,,x,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227430,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,,x,,x,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227428,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,,x,,x,,x,x,,,x,,,,x,,x,1,05 Feb 2016
227403,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,x,x,x,x,x,,,x,,,,x,,x,1,05 Feb 2016
227399,,2,,0,0,,,0,0,0,,,,,,,,,,,,,3,,,x,x,x,x,x,x,x,x,,,x,,,x,x,,x,1,05 Feb 2016
226606,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0277,31,19,19,"2,784,157",628.34,,0,,,,"1,652,869",,,1,lower ITS-TPC Matchi...,3,,,x,,x,,,,,,,,x,,,,,,x,1,07 Jun 2016
226605,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0278,31,19,19,"807,652",507.96,,0,,,,"480,847",,,1,lower ITS-TPC Matchi...,3,,,,,x,,,,,x,,,x,,,,,,x,1,07 Jun 2016
226603,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0268,31,19,19,"1,660,264",564.91,,0,,,,"988,218",,,1,MTR Lpt from 0.5 to ...,3,,,,,x,,,,,,,,x,,,,,,x,1,07 Jun 2016
226602,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0278,31,19,19,"1,053,905",554.98,,0,,,,"627,028",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226601,,187,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,,31,20,20,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226600,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0271,31,19,19,"411,566",439.71,,0,,,,"244,825",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226599,,187,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,,31,20,20,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226596,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0275,31,19,19,"2,897,547",601.40,,0,,,,"1,729,880",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226595,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226593,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0273,31,19,19,"1,181,676",551.15,,0,,,,"706,799",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226592,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226591,,144,50ns_50b_38_31_36_6bpi10inj_wp,3858,6500,,0.0281,31,19,19,"3,364,390",583.89,,0,,,,"2,025,887",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226573,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0270,31,19,19,"437,163",543.74,,0,,,,"267,998",,,1,V0 channels off+ low...,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226572,,187,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,20,20,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226570,,187,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,20,20,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226569,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0277,31,19,19,"6,800,974",636.02,,0,,,,"4,172,901",,,1,,3,,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226567,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226566,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226565,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226564,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226563,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226562,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226560,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226559,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226558,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226557,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226556,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226555,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226554,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0281,31,19,19,"6,799,951",631.14,,0,,,,"4,198,415",,,1,,3,x,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226553,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226551,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0278,31,19,19,"5,027,244",619.19,,0,,,,"3,117,107",,,1,V0 channels off+ low...,3,x,,,,x,,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226548,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226546,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226545,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226544,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226543,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0266,31,19,19,"984,049",544.88,,0,,,,"612,985",,,1,V0 channels off+ low...,3,x,,,,x,x,x,x,,,,,x,,,,,,x,1,07 Jun 2016
226539,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226535,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226533,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,,31,19,19,,,,,,,,,,2,,,3,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226532,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0254,31,19,19,"2,097,376",589.81,,0,,,,"1,300,951",,,1,V0 channels off+ low...,3,x,,x,x,x,,x,x,,,,,x,,,x,,,x,1,07 Jun 2016
226530,,144,50ns_50b_38_31_36_6bpi10inj_wp,3857,6500,,0.0214,31,19,19,"147,668",438.18,,0,,,,"91,017",2,,,V0 channels off,3,x,,x,x,x,x,x,x,,x,,,x,x,x,x,,,x,1,06 Jun 2016
226500,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0303,11,24,20,"629,014",504.83,,0,,,,"421,188",,,1,,1,x,,x,,x,,,,,,,,,,,,,,,1,07 Jun 2016
226496,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226495,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0309,11,24,20,"8,074,245",554.40,,0,,,,"5,409,287",,,1,,1,x,,x,,x,x,x,x,x,,,,,,,,,,,1,07 Jun 2016
226490,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226489,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226488,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226487,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226486,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226485,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226484,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226483,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0317,11,24,20,"6,798,565",563.45,,0,,,,"4,548,497",,,1,,1,,,,,x,,x,x,,,,,,,,,,,,1,07 Jun 2016
226482,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226481,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226478,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,,11,24,20,,,,,,,,,,2,,,1,x,x,x,x,x,x,,,x,x,x,x,x,x,x,x,x,x,x,1,16 Jun 2015
226476,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0317,11,24,20,"2,253,367",553.93,,0,,,,"1,504,499",,,1,,1,,,,,x,,x,x,,,,,,,,,,,x,1,07 Jun 2016
226472,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0316,11,24,20,"277,300",307.43,,0,,,,"185,352",16,,1,V0C not complete,1,,,37,,x,,x,x,,,,,,,,,,,,1,07 Jun 2016
226468,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0321,11,24,20,"452,446",489.13,,0,,,,"302,065",25,,1,V0C not complete,1,,,37,,x,,x,x,,,,,,,,,,,,1,07 Jun 2016
226466,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0303,11,24,20,"1,020,634",524.75,,0,,,,"681,027",25,,1,V0C not complete,1,,,37,,x,,,,,,,,,,,,,,,1,07 Jun 2016
226452,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0326,11,24,20,"2,064,644",551.60,,0,,,,"1,379,845",,,1,,1,,,,,x,,x,x,,,,,,,,,,,,1,07 Jun 2016
226445,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0306,11,24,20,"1,054,804",527.67,,0,,,,"704,217",25,,1,V0C not complete,1,,,37,,x,,,,,x,,,,,,,,,,1,07 Jun 2016
226444,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.0282,11,24,20,"144,471",269.54,,0,,,,"96,060",25,,1,V0C not complete,1,,,37,,x,,,,,,,,,,,,,,,1,07 Jun 2016
226440,,186,Multi_39b_37_15_15_4bpi11inj,3855,6500,,0.1739,11,24,20,"766,835","1,689.06",,0,,,,"523,122",,,,V0C not complete,1,,,37,x,x,x,x,x,,x,,x,,x,x,x,,,,1,06 Jun 2016
226368,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,,x,x,,,,,,,,,,,,,,x,1,05 Feb 2016
226365,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,,,x,,,,,,,,,,,,,x,x,1,05 Feb 2016
226349,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,x,,x,,,,x,,,,,,,x,,x,x,1,05 Feb 2016
226301,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,x,,x,,,,x,,,,,,,x,,x,x,1,05 Feb 2016
226296,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,x,,x,,,,x,,,,,,,x,,x,x,1,05 Feb 2016
226287,,2,,0,0,,,0,0,0,,,,,,,,,,,,,1,,,x,,x,,,x,x,,,,,,,,,x,x,1,05 Feb 2016
